sample_index,timestamp_local,timestamp_utc,elapsed_s,tick,tick_changed,node_count,node_ids,missing_nodes,estimated_persons,presence,motion_level,classification_confidence,mean_rssi,variance,motion_band_power,breathing_band_power,dominant_freq_hz,spectral_power,change_points,breathing_rate_bpm,breathing_confidence,heart_rate_bpm,heartbeat_confidence,signal_quality
29,2026-06-28T01:09:01+02:00,2026-06-27T23:09:01+00:00,29.132,30494,True,4,1 2 3 4,,1,True,present_moving,0.39023422366563965,-58.0,36.76288899336896,54.785684200365026,56.90865508612886,1.6000000000000003,151.828125,7,11.379210564001887,0.3428677887786368,55.68261065874757,0.3802563086803636,0.5
30,2026-06-28T01:09:02+02:00,2026-06-27T23:09:02+00:00,30.137,30526,True,4,1 2 3 4,,1,True,present_moving,0.36929964389398373,-58.0,31.946597432287128,50.66915843112811,51.41072932759514,2.1750000000000003,142.31640625,7,11.379210564001887,0.3249794124504251,55.68261065874757,0.37104114507382596,0.5
31,2026-06-28T01:09:03+02:00,2026-06-27T23:09:03+00:00,31.142,30566,True,4,1 2 3 4,,1,True,present_still,0.5408001603564966,-58.0,37.66792905764169,58.7432762516098,59.067233487861586,2.1625,161.4921875,5,12.32209755989832,0.4858108843856739,65.4139742294015,0.503986474201132,0.34654035807256645
32,2026-06-28T01:09:04+02:00,2026-06-27T23:09:04+00:00,32.147,30606,True,4,1 2 3 4,,1,True,present_still,0.43628932758056044,-58.0,37.231503809624165,57.4540925437226,58.27795987337718,1.6,157.953125,5,12.462437027728631,0.4699538951578943,65.4139742294015,0.5150712104437642,0.36943555234067527
33,2026-06-28T01:09:05+02:00,2026-06-27T23:09:05+00:00,33.148,30639,True,4,1 2 3 4,,1,True,present_moving,0.4275140935438172,-58.0,40.38964890286677,59.683603253281206,63.38543352589055,1.5500000000000003,167.26171875,5,11.379210564001887,0.437481806611209,55.68261065874757,0.3720208650270036,0.5
34,2026-06-28T01:09:06+02:00,2026-06-27T23:09:06+00:00,34.153,30679,True,4,1 2 3 4,,1,True,present_still,0.4811197260178792,-58.0,37.87262726502643,57.01254528889922,59.83772129565058,2.1500000000000004,159.29296875,5,12.647331406073976,0.436914592276634,65.4139742294015,0.4761658965197728,0.3204395075872707
35,2026-06-28T01:09:07+02:00,2026-06-27T23:09:07+00:00,35.154,30720,True,4,1 2 3 4,,1,True,present_moving,0.45900272362674843,-58.0,39.90969863613853,59.12976998455342,61.82055567018569,2.2125,162.78515625,6,17.294564214113194,0.39549477601489047,97.08056047911488,0.2953385778162154,0.46284656335796337
36,2026-06-28T01:09:08+02:00,2026-06-27T23:09:08+00:00,36.157,30758,True,4,1 2 3 4,,2,True,present_moving,0.5597941236202886,-58.0,39.856485308224435,59.064580286140995,62.09033520191739,2.1625,164.18359375,7,14.1110243626374,0.3927361220109988,104.04080821440834,0.4149562880040274,0.5
37,2026-06-28T01:09:09+02:00,2026-06-27T23:09:09+00:00,37.162,30787,True,4,1 2 3 4,,1,True,present_still,0.5183154331291755,-58.0,38.9433549927156,58.155614108567704,61.41162480861234,1.5625,160.3203125,5,12.779579438769034,0.455295668373697,65.4139742294015,0.40583872531185433,0.3378779844687173
38,2026-06-28T01:09:10+02:00,2026-06-27T23:09:10+00:00,38.165,30824,True,4,1 2 3 4,,1,True,present_still,0.4812676464869393,-58.0,36.20865861047574,56.07803023357424,57.8776732145837,2.1500000000000004,160.12890625,5,12.931992385936805,0.3949931922032486,65.4139742294015,0.3823563812950492,0.3694653350691899
